"","Raw.PRS","Q.gprs","Q.gprs+","Q.lprs","Q.lprs+","Q.gPRS_T","Q.lPRS_T"
"1",0.540624261374701,0.50351676751017,0.78158348769626,0.503967621790528,0.629977748831474,0.50351676751017,0.50396814240748
"2",0.546157066456932,0.497576761782782,0.762565140394454,0.505734530807818,0.625937405119627,0.497576761782782,0.505734530807818
"3",0.526273813201524,0.518746781999794,0.782864792503347,0.520906188857996,0.624741015343425,0.518746781999794,0.520906188857996
"4",0.530236099320884,0.514161714770798,0.769193548387099,0.515607491511035,0.605576188455009,0.514161714770798,0.51560589983022
"5",0.542472549927229,0.501902635123581,0.777038269550748,0.507160163303433,0.658559877230515,0.501902635123581,0.507159642033536
"6",0.519356918179566,0.521535450762014,0.758639587769141,0.529391291749083,0.626362239048543,0.521535450762014,0.529397591120406
"7",0.52753302933548,0.515389761244123,0.76559185427246,0.503540399358712,0.595427963849016,0.515389761244123,0.503520112027682
"8",0.520624597641903,0.525292216710734,0.778274836962114,0.520551947810906,0.619344581860449,0.525292216710734,0.52055300839238
"9",0.526947576007266,0.515519257138227,0.768993266131451,0.516381116544649,0.626302391633545,0.515519257138227,0.516382168876037
"10",0.531598503313912,0.511980583983038,0.777817659727206,0.512145444832134,0.634457586938013,0.511980583983038,0.512144923120586
"11",0.511964626866139,0.52828606354156,0.772527786230327,0.516008779497217,0.603190985434776,0.52828606354156,0.516005642468674
"12",0.529233555146184,0.516123204297572,0.783062019875433,0.519527676479065,0.634740863273891,0.516123204297572,0.519524543529205
"13",0.529783754030038,0.512580011008885,0.773245262247387,0.50977798747084,0.618149982962441,0.512580011008885,0.509780084401458
"14",0.533220784565699,0.509737778169738,0.773618442879401,0.505611165005733,0.622023022102394,0.509737778169738,0.505612214900953
"15",0.535882598365642,0.490473782863907,0.782332618096317,0.508630629408573,0.624417328466433,0.490473782863907,0.508629087949489
"16",0.510431991511094,0.532715900635824,0.760721049783549,0.542777453666125,0.640184278612011,0.532715900635824,0.542777453666125
"17",0.540064805148246,0.503395331379928,0.769559032716927,0.509271320567855,0.618000775895512,0.503395331379928,0.509280257033787
"18",0.538931388246456,0.509128778775496,0.79769681572133,0.501232325313074,0.630504239011809,0.509128778775496,0.501233365689025
"19",0.532705848526596,0.512023258411626,0.78439737877453,0.511907938556755,0.626479507196373,0.512023258411626,0.511910007074331
"20",0.549468905125072,0.506751064125952,0.776121714867621,0.511342478484614,0.615001480932601,0.506751064125952,0.511337245507228
"21",0.515570648538365,0.529943474479899,0.780882082413539,0.524380288815306,0.624885025754231,0.529943474479899,0.524380288815306
"22",0.523678956627767,0.522387329885528,0.785471357929902,0.519795753393446,0.630705031570208,0.522387329885528,0.519801995649148
"23",0.539177172111742,0.506277901785713,0.773415305397728,0.50192353219697,0.619750448119589,0.506277901785713,0.501926702854437
"24",0.538554270590148,0.505197368351206,0.766087105154479,0.506600886063451,0.634063013910962,0.505197368351206,0.506601947725866
"25",0.525669783715618,0.516085308931474,0.768334006802571,0.518240940778192,0.624968845419186,0.516085308931474,0.518248364848513
"26",0.530490143636696,0.487724121344811,0.776784677646746,0.510261170821517,0.625440571561262,0.487724121344811,0.510262725779968
